Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
11-APR-2023,17704.8,17748.75,17655.15,17722.3,304263454,25841.64
12-APR-2023,17759.55,17825.75,17717.25,17812.4,232816318,22851.93
13-APR-2023,17807.3,17842.15,17729.65,17828,285764798,26460.2
17-APR-2023,17863,17863,17574.05,17706.85,357401212,35118.57
18-APR-2023,17766.6,17766.6,17610.2,17660.15,258856690,23032.99
19-APR-2023,17653.35,17666.15,17579.85,17618.75,281463379,21562.08
20-APR-2023,17638.6,17684.45,17584.35,17624.45,215103396,19457.45
21-APR-2023,17639.75,17663.2,17553.95,17624.05,230156645,19091.44
24-APR-2023,17707.55,17754.5,17612.5,17743.4,255740393,23142.94
25-APR-2023,17761.55,17807.45,17716.85,17769.25,297445999,28819.53
26-APR-2023,17767.3,17827.75,17711.2,17813.6,233008677,21295.14
27-APR-2023,17813.1,17931.6,17797.9,17915.05,241434660,24454.15
28-APR-2023,17950.4,18089.15,17885.3,18065,290263674,27026.12
02-MAY-2023,18124.8,18180.25,18101.75,18147.65,265216308,23615.47
03-MAY-2023,18113.8,18116.35,18042.4,18089.85,226171254,19079.79
04-MAY-2023,18081,18267.45,18066.7,18255.8,226643581,21889.48
05-MAY-2023,18117.3,18216.95,18055.45,18069,239702311,26152.88
08-MAY-2023,18120.6,18286.95,18100.3,18264.4,228399379,22687.94
09-MAY-2023,18303.4,18344.2,18229.65,18265.95,245368649,23478.06
10-MAY-2023,18313.6,18326.75,18211.95,18315.1,220450874,21416.41
11-MAY-2023,18357.8,18389.7,18270.4,18297,248932544,26440.1
12-MAY-2023,18273.75,18342.75,18194.55,18314.8,241702589,22046.04
15-MAY-2023,18339.3,18458.9,18287.9,18398.85,216088535,19329.75
16-MAY-2023,18432.35,18432.35,18264.35,18286.5,219490491,21063.78
17-MAY-2023,18300.45,18309,18115.35,18181.75,229898510,20903.12
18-MAY-2023,18287.5,18297.2,18104.85,18129.95,272103515,24172.44
19-MAY-2023,18186.15,18218.1,18060.4,18203.4,260898407,22105.67
22-MAY-2023,18201.1,18335.25,18178.85,18314.4,262560942,25147.58
23-MAY-2023,18362.9,18419.75,18324.2,18348,270354216,28648.15
24-MAY-2023,18294.8,18392.6,18262.95,18285.4,232621507,24273.17
25-MAY-2023,18268.9,18338.1,18202.4,18321.15,235915651,22411.41
26-MAY-2023,18368.35,18508.55,18333.15,18499.35,198668359,19094.08
29-MAY-2023,18619.15,18641.2,18581.25,18598.65,265323978,19237.57
30-MAY-2023,18606.65,18662.45,18575.5,18633.85,234391323,21660.69
31-MAY-2023,18594.2,18603.9,18483.85,18534.4,696495765,70755.08
01-JUN-2023,18579.4,18580.3,18464.55,18487.75,265630759,24056.99
02-JUN-2023,18550.85,18573.7,18478.4,18534.1,270923679,23171.88
05-JUN-2023,18612,18640.15,18582.8,18593.85,256111496,20369.16
06-JUN-2023,18600.8,18622.75,18531.6,18599,220789926,21957.47
07-JUN-2023,18665.6,18738.95,18636,18726.4,260109671,21482.77
08-JUN-2023,18725.35,18777.9,18615.6,18634.55,286468927,22762.3
09-JUN-2023,18655.9,18676.65,18555.4,18563.4,221760885,20181.42
12-JUN-2023,18595.05,18633.6,18559.75,18601.5,179463966,15386.04
13-JUN-2023,18631.8,18728.9,18631.8,18716.15,233167883,22612.62
14-JUN-2023,18744.6,18769.7,18690,18755.9,261354575,19520.08
15-JUN-2023,18774.45,18794.1,18669.05,18688.1,263004991,24820.77
16-JUN-2023,18723.3,18864.7,18710.5,18826,272771256,28877.67
19-JUN-2023,18873.3,18881.45,18719.15,18755.45,219815214,22699.84
20-JUN-2023,18752.35,18839.7,18660.65,18816.7,211649257,19687.08
21-JUN-2023,18849.4,18875.9,18794.85,18856.85,217481345,19102.48
22-JUN-2023,18853.6,18886.6,18759.5,18771.25,252697871,24990.87
23-JUN-2023,18741.85,18756.4,18647.1,18665.5,210562119,20619.6
26-JUN-2023,18682.35,18722.05,18646.7,18691.2,171271325,17355.14
27-JUN-2023,18748.55,18829.25,18714.25,18817.4,222464605,21415.89
28-JUN-2023,18908.15,19011.25,18861.35,18972.1,398782019,37356.94
30-JUN-2023,19076.85,19201.7,19024.6,19189.05,247906587,26376.62
03-JUL-2023,19246.5,19345.1,19234.4,19322.55,226050219,22681.54
04-JUL-2023,19406.6,19434.15,19300,19389,226916635,26634.06
05-JUL-2023,19405.95,19421.6,19339.6,19398.5,224418797,24699.24
06-JUL-2023,19385.7,19512.2,19373,19497.3,268261285,28540.18
07-JUL-2023,19422.8,19523.6,19303.6,19331.8,237102566,23089.25
10-JUL-2023,19400.35,19435.85,19327.1,19355.9,268246132,25991.55
11-JUL-2023,19427.1,19515.1,19406.45,19439.4,251263638,26883.78
12-JUL-2023,19497.45,19507.7,19361.75,19384.3,327941559,40163.14
13-JUL-2023,19495.2,19567,19385.8,19413.75,310442517,27244.56
14-JUL-2023,19493.45,19595.35,19433.5,19564.5,291165841,25484.44
17-JUL-2023,19612.15,19731.85,19562.95,19711.45,268707894,25975.57
18-JUL-2023,19787.5,19819.45,19690.2,19749.25,286353897,33269.08
19-JUL-2023,19802.95,19851.7,19727.45,19833.15,259660464,26447.9
20-JUL-2023,19831.7,19991.85,19758.4,19979.15,274698867,30622.66
21-JUL-2023,19800.45,19887.4,19700,19745,,
